fort.statue.pousser,The Warrior pushes back the Impure.,Le Guerrier repousse l’Impur.,战士拒不洁之人。,戰士擊退不潔者。
fort.statue.proteger,The Warrior protects the Chosen.,Le Guerrier protège l’Élu.,战士护神选之人。,戰士保護天選者。
fort.statue.proteger,The Warrior protects the Chosen.,Le Guerrier protège l’Élu.,战士护神选之人。,戰士保護天選者。
fort.bouteilles,Bottles,Bouteilles,瓶,瓶子
fort.bouteilles,Bottles,Bouteilles,瓶,瓶子
fort.caisses,Crates,Caisses,箱,箱子
fort.armurerie,Weapons,Armes,兵器,武器
fort.armurerie,Weapons,Armes,兵器,武器
fort.armurerie,Weapons,Armes,兵器,武器
fort.devise.1,The Warriors await the call of the Chosen Ones.,Les guerriers attendent l’appel des élus.,战士待神选之人召唤。,戰士們等待天選者的召喚。
fort.devise.2,The Impure Ones await death.,Les Impurs attendent la mort.,不洁之人待死亡。,不潔者等待死亡。
guerrier.35,HELP,AIDER,救/助,幫忙/協助
guerrier.2,GO/PASS,ALLER,过/走/去/来,前進/通過
guerrier.2,GO/PASS,ALLER,过/走/去/来,前進/通過
guerrier.5,WAIT,ATTENDRE,待/候,等待
guerrier.5,WAIT,ATTENDRE,待/候,等待
guerrier.36,SEEK/WANT,CHERCHER/VOULOIR,寻/欲,尋覓/想要
guerrier.26,KEY,CLÉ,钥匙,鑰匙
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.10,DUTY,DEVOIR,天责,天職
guerrier.31,MAKE/CREATE,FABRIQUER/CRÉER,作/造,製作/建造/創造
guerrier.12,FORTRESS,FORTERESSE,城堡,要塞
guerrier.12,FORTRESS,FORTERESSE,城堡,要塞
guerrier.14,WARRIOR,GUERRIER,战士,戰士
guerrier.17,MOON,LUNE,月,月亮
guerrier.18,DEATH,MORT,死亡,死亡
guerrier.19,NOT,PAS,否定,不/否/非
guerrier.33,FEAR,PEUR,怕/惧,恐懼/害怕
guerrier.21,PLURAL,PLURIEL,复数,（們）
guerrier.28,SUN,SOLEIL,日,太陽
guerrier.29,BELLMAN,SONNEUR,撞钟人,敲鐘人
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
guerrier.30,TREASURE,TRÉSOR,宝藏,寶藏
fort.chariot.aller,"Warrior, push the trolley!","Guerrier, pousse le chariot !",战士，推推车！,戰士，推動手推車！
fort.chariot.aller,"Warrior, push the trolley!","Guerrier, pousse le chariot !",战士，推推车！,戰士，推動手推車！
fort.chariot.attendre,"Warrior, wait!","Guerrier, en attente !",战士，且慢！,戰士，稍息！
fort.ordre.poser,Lay the crates.,Posez les caisses.,放下箱子。,放下箱子。
jardin.chemin.agora,Path to Agora,Chemin vers l’Agora,往阿哥拉之路,通往市民廣場之徑
jardin.chemin.agora,Path to Agora,Chemin vers l’Agora,往阿哥拉之路,通往市民廣場之徑
jardin.chemin.agora,Path to Agora,Chemin vers l’Agora,往阿哥拉之路,通往市民廣場之徑
jardin.chemin.agora,Path to Agora,Chemin vers l’Agora,往阿哥拉之路,通往市民廣場之徑
jardin.chemin.agora,Path to Agora,Chemin vers l’Agora,往阿哥拉之路,通往市民廣場之徑
barde.20,HAMMER,MARTEAU,锤,錘子
jardin.chemin.moulin,Path to Windmill,Chemin vers le Moulin,往风车磨坊之路,通往風車之徑
jardin.chemin.moulin,Path to Windmill,Chemin vers le Moulin,往风车磨坊之路,通往風車之徑
jardin.chemin.moulin,Path to Windmill,Chemin vers le Moulin,往风车磨坊之路,通往風車之徑
jardin.chemin.moulin,Path to Windmill,Chemin vers le Moulin,往风车磨坊之路,通往風車之徑
jardin.pinces,Clamps,Pinces,夹钳,鉗子
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.chemin.theatre,Path to Theatre,Chemin vers le Théâtre,往剧场之路,通往劇院之徑
jardin.script.0,The Idiot Bard,Le Barde Idiot,愚诗人,愚者吟遊詩人
jardin.script.0,The Idiot Bard,Le Barde Idiot,愚诗人,愚者吟遊詩人
jardin.script.1,"To ascend, the Idiot Bard sought.","À monter, le Barde Idiot cherchait.",登升者，愚诗人之所求。,上升，愚者吟遊詩人想要。
jardin.script.10,"South, he went.","Vers le Sud, il chemina.",南向，彼往。,南邊，他去往。
jardin.script.10,"South, he went.","Vers le Sud, il chemina.",南向，彼往。,南邊，他去往。
jardin.script.11,The weapon he found.,"L’Arme, il trouva.",兵器，彼之所得。,武器，他找到。
jardin.script.11,The weapon he found.,"L’Arme, il trouva.",兵器，彼之所得。,武器，他找到。
jardin.script.12,"West, he went.","Vers l’Ouest, il chemina.",西向，彼往。,西邊，他去往。
jardin.script.12,"West, he went.","Vers l’Ouest, il chemina.",西向，彼往。,西邊，他去往。
jardin.script.13,"The path, the Idiot Bard found.","Le chemin, le Barde Idiot trouva.",道者，愚诗人之所得。,出路，愚者吟遊詩人找到。
jardin.script.13,"The path, the Idiot Bard found.","Le chemin, le Barde Idiot trouva.",道者，愚诗人之所得。,出路，愚者吟遊詩人找到。
jardin.script.13,"The path, the Idiot Bard found.","Le chemin, le Barde Idiot trouva.",道者，愚诗人之所得。,出路，愚者吟遊詩人找到。
jardin.script.14,"The Idiot Bard, the monster found!","Le Barde Idiot, le Monstre trouva !",愚诗人，怪物之所得！,愚者吟遊詩人，怪物找到！
jardin.script.14,"The Idiot Bard, the monster found!","Le Barde Idiot, le Monstre trouva !",愚诗人，怪物之所得！,愚者吟遊詩人，怪物找到！
jardin.script.1,"To ascend, the Idiot Bard sought.","À monter, le Barde Idiot cherchait.",登升者，愚诗人之所求。,上升，愚者吟遊詩人想要。
jardin.script.2,"The path, the Idiot Bard sought.","Le chemin, le Barde Idiot cherchait.",道者，愚诗人之所寻。,出路，愚者吟遊詩人尋覓。
jardin.script.2,"The path, the Idiot Bard sought.","Le chemin, le Barde Idiot cherchait.",道者，愚诗人之所寻。,出路，愚者吟遊詩人尋覓。
jardin.script.2,"The path, the Idiot Bard sought.","Le chemin, le Barde Idiot cherchait.",道者，愚诗人之所寻。,出路，愚者吟遊詩人尋覓。
jardin.script.3,"The saw, he found.","La Scie, il trouva.",锯者，彼之所得。,鋸子，他找到。
jardin.script.3,"The saw, he found.","La Scie, il trouva.",锯者，彼之所得。,鋸子，他找到。
jardin.script.3,"The saw, he found.","La Scie, il trouva.",锯者，彼之所得。,鋸子，他找到。
jardin.script.4,"West, he went.","Vers l’Ouest, il chemina.",西向，彼往。,西邊，他去往。
jardin.script.4,"West, he went.","Vers l’Ouest, il chemina.",西向，彼往。,西邊，他去往。
jardin.script.4,"West, he went.","Vers l’Ouest, il chemina.",西向，彼往。,西邊，他去往。
jardin.script.5,"The instrument, he found.","L’instrument, il trouva.",乐器者，彼之所得。,樂器，他找到。
jardin.script.5,"The instrument, he found.","L’instrument, il trouva.",乐器者，彼之所得。,樂器，他找到。
jardin.script.5,"The instrument, he found.","L’instrument, il trouva.",乐器者，彼之所得。,樂器，他找到。
jardin.script.6,"North, he went.","Vers le Nord, il chemina.",北向，彼往。,北邊，他去往。
jardin.script.6,"North, he went.","Vers le Nord, il chemina.",北向，彼往。,北邊，他去往。
jardin.script.6,"North, he went.","Vers le Nord, il chemina.",北向，彼往。,北邊，他去往。
jardin.script.7,"The fire, he found.","Le Feu, il trouva.",火者，彼之所得。,火，他找到。
jardin.script.7,"The fire, he found.","Le Feu, il trouva.",火者，彼之所得。,火，他找到。
jardin.script.8,"East, he went.","Vers l’Est, il chemina.",东向，彼往。,東邊，他去往。
jardin.script.8,"East, he went.","Vers l’Est, il chemina.",东向，彼往。,東邊，他去往。
jardin.script.9,"The compass, he found.","La Boussole, il trouva.",罗盘，彼之所得。,指南針，他找到。
jardin.script.9,"The compass, he found.","La Boussole, il trouva.",罗盘，彼之所得。,指南針，他找到。
jardin.livres,Books,Livres,书,書本
jardin.livres,Books,Livres,书,書本
rosette.guerrier.barde.1,"Pass, Bards can.","Passer, les Bardes peuvent.",通过者，诗人可也。,通行，吟遊詩人可以。
rosette.guerrier.barde.2,"Pass, Warriors cannot.","Passer, les Guerriers ne peuvent.",通过者，战士不可。,通行，戰士不可以。
rosette.barde.guerrier.1,The Chosen Ones pass.,Les Élus passent.,神选之人得过。,天選者可以通行。
rosette.barde.guerrier.2,Warriors don't pass.,Les Guerriers ne passent pas.,战士不得过。,戰士不可以通行！
jardin.chemin.monter,Way Up,Chemin vers le haut,登升之路,向上之路
jardin.chemin.monter,Way Up,Chemin vers le haut,登升之路,向上之路
jardin.chemin.monter,Way Up,Chemin vers le haut,登升之路,向上之路
jardin.chemin.monter,Way Up,Chemin vers le haut,登升之路,向上之路
jardin.chemin.monter,Way Up,Chemin vers le haut,登升之路,向上之路
jardin.taptap,Find the idiot!,Trouve l’idiot !,寻得愚人！,找到愚者！
jardin.tract,"To be free, we want!","Être libres, nous voulons !",自由之身，我等所求！,自由身，我們想要！
jardin.graffiti,Free!,Libre !,自由！,自由！
rosette.triple.barde.1,"Free, the Men of the Abbey are.","Libres, les Hommes de l’Abbaye sont.",自由之身，凡人入修院方得。,自由了，隱修院的眾人。
rosette.triple.barde.2,The Men of the Fortress [unreadable],Les Hommes de la Forteresse [illisible],凡人入城堡[看不到字符],要塞的 眾人 [無法辨識]
rosette.triple.devot.1,The Men of the Abbey are free.,Les Hommes de L’Abbaye sont libres.,凡人入修院方得自由之身。,隱修院的眾人自由了。
rosette.triple.devot.2,The Men [unreadable],Les Hommes [illisible],凡人[看不到字符],眾人 [無法辨識]
rosette.triple.guerrier,'[unreadable] of the Fortress [unreadable]','[illisible] de la Forteresse [illisible]','[看不到字符]城堡[看不到字符]',要塞的 [無法辨識] [無法辨識]
jardin.theatre.1.1,"Beauty, the Bards love.","La beauté, les Bardes aiment.",美，诗人之所爱。,美景，吟遊詩人愛。
jardin.theatre.1.2,"Weapons, the Warriors love.","Les armes, les Guerriers aiment.",兵器，战士之所爱。,武器，戰士愛。
jardin.theatre.1.3,"Stupid, Warriors are!","Idiots, les Guerriers sont !",愚者，战士是也！,笨蛋，戰士是！
jardin.theatre.2.1,"Seeking, I'm not.","Rien, je ne cherche.",寻索，非我之所为。,尋覓，我沒有。
jardin.theatre.2.2,"Beauty, I found.","Beauté, j’ai trouvé.",美，我之所寻得。,美景，我找到。
jardin.theatre.2.3,"A Bard, I am.","Un Barde, je suis.",诗人者，我是也。,吟遊詩人，我是。
jardin.theatre.3.1,"A weapon, the Warrior carries.","Une arme, le Guerrier porte.",兵器，战士之所操。,武器，戰士攜帶。
jardin.theatre.3.2,"A saw, the idiot carries.","Une scie, l’Idiot porte.",锯，愚人之所操。,鋸子，愚者攜帶。
jardin.theatre.3.3,"An instrument, the Bard carries.","Un Instrument, le Barde porte.",乐器，诗人之所操。,樂器，吟遊詩人攜帶。
barde.17,BEAUTY,BEAUTÉ,美,美景
barde.25,COMEDY,COMÉDIE,喜剧,滑稽劇
barde.24,MUSIC,MUSIQUE,音乐,音樂
rosette.barde.devot.1,"You, I sought.","Toi, j’ai cherché.",你为我所寻。,你，我尋覓。
rosette.barde.devot.2,"Me, you found.","Moi, tu as trouvé.",我为你所寻得。,我，你找到。
rosette.devot.barde.1,I sought you.,Je t’ai cherché.,我寻你。,我尋覓你。
rosette.devot.barde.2,You found me.,Tu m’as trouvé.,你已寻得我。,你找到我。
jardin.lutherie,Instruments,Instruments,乐器,樂器
barde.34,AGORA,AGORA,阿哥拉,市民廣場
barde.31,ABBEY,ABBAYE,修院,隱修院
barde.34,AGORA,AGORA,阿哥拉,市民廣場
barde.9,GO/PASS,ALLER/PASSER,过/走/去/来,前進/通過
barde.13,SEEK/WANT,CHERCHER/VOULOIR,寻/欲/求,尋覓/想要
barde.32,EAST,EST,东,東
barde.35,FORTRESS,FORTERESSE,城堡,要塞
barde.3,MAN/HUMAN,HOMME/HUMAIN,人/凡人/人类,凡人/人類
barde.1,ME,MOI,我,我
barde.7,ASCEND,MONTER,攀登/上升,上升
barde.30,NORTH,NORD,北,北
barde.30,NORTH,NORD,北,北
barde.33,WEST,OUEST,西,西
barde.42,NOT,PAS,否定,不/否/非
barde.40,PLURAL,PLURIEL,复数,（們）
barde.36,SOUTH,SUD,南,南
barde.36,SOUTH,SUD,南,南
barde.37,THEATRE,THÉÂTRE,剧场,劇院
barde.37,THEATRE,THÉÂTRE,剧场,劇院
barde.37,THEATRE,THÉÂTRE,剧场,劇院
barde.2,YOU,TOI,你,你
barde.14,FIND,TROUVER,寻得/得,找
fort.ordre.aller.guerrier,"Warrior, march!","Guerrier, en marche !",战士，行进！,戰士，前進！
fort.ordre.aller.guerrier,"Warrior, march!","Guerrier, en marche !",战士，行进！,戰士，前進！
fort.ordre.poser.arme,"Warrior, lay your weapon!","Guerrier, pose ton arme !",战士，放下兵器！,戰士，放下武器！
fort.ordre.poser.bouteille,Lay the bottle.,Pose la bouteille.,放下瓶子。,放下瓶子。
fort.ordre.poser.caisse,Lay the crate.,Pose la caisse.,放下箱子。,放下箱子。
fort.capitaine.aller,"Warriors, march!","Guerriers, en marche!",诸战士，行进！,戰士們，前進！
fort.ordre.aller,Go to the trolley.,Allez au chariot.,行至推车旁。,去手推車那邊。
fort.ordre.bouteille,Carry the bottle.,Porte la bouteille.,携瓶子。,拿起瓶子。
fort.ordre.grande,Carry the big crate.,Porte la grande caisse.,携大箱。,拿起大箱子。
fort.ordre.grande,Carry the big crate.,Porte la grande caisse.,携大箱。,拿起大箱子。
fort.ordre.petite,Carry the little crate.,Porte la petite caisse.,携小箱。,拿起小箱子。
fort.ordre.petite,Carry the little crate.,Porte la petite caisse.,携小箱。,拿起小箱子。
fabrique.laborantin.1.1,We're seeking the formula.,Nous cherchons la formule.,我们正在寻找配方。,我們在尋覓煉金配方。
fabrique.laborantin.1.2,We're seeking transformation.,Nous cherchons la Transformation.,我们寻索转化。,我們在尋覓質變。
fabrique.laborantin.2.1,The Fairies made the door.,Les Fées créèrent la Porte.,精灵砌成了大门。,精靈建造了門。
fabrique.laborantin.2.2,Transformation will open the door.,La Transformation ouvrira la Porte.,转化可以开门。,質變會開啟門。
fabrique.mineur,"You, help me!","Toi, aide-moi !",你，救我！,你，幫幫我！
fabrique.alchimiste.niveau1.1,I am an Alchemist.,Je suis un Alchimiste.,我是炼金术师。,我是煉金術士。
fabrique.alchimiste.niveau1.2,Can I help you?,Puis-je t’aider ?,要我帮你吗？,我能幫到你嗎？
fabrique.alchimiste.niveau2.1,I find 7.,J’en trouve 7.,我找到了7个。,我找到7。
fabrique.alchimiste.niveau2.2,I need 9.,Il m’en faut 9.,我需要9个。,我需要9。
fabrique.alchimiste.foyer.1,Refectory is closed.,Le Réfectoire est fermé.,餐厅关门了。,食堂關了。
fabrique.alchimiste.foyer.2,Refectory opens at 4.,Le Réfectoire ouvre à 4h.,餐厅4点开门。,食堂於4點鐘開放。
fabrique.alchimiste.foyer.1,Refectory is closed.,Le Réfectoire est fermé.,餐厅关门了。,食堂關了。
fabrique.alchimiste.foyer.3,Refectory opens at 8.,Le Réfectoire ouvre à 8h.,餐厅8点开门。,食堂於8點鐘開放。
fabrique.alchimiste.foyer.1,Refectory is closed.,Le Réfectoire est fermé.,餐厅关门了。,食堂關了。
fabrique.alchimiste.foyer.4,Refectory opens at 0.,Le Réfectoire ouvre à 0h.,餐厅0点开门。,食堂於0點鐘開放。
fabrique.alchimiste.refectoire,Refectory is open!,Le Réfectoire est ouvert !,餐厅开门啦！,食堂開了！
fabrique.alchimiste.bibliotheque,Are you searching for a book?,Tu cherches un livre ?,你在找书吗？,你在找書嗎？
fabrique.alchimiste.lecture,I found a book about Bards!,J’ai trouvé un livre sur les Bardes !,我找到了一本书，和诗人有关！,我找到一本關於吟遊詩人的書！
devot.1,GOD,DIEU,神,天神
devot.2,NOT,PAS,否定,不/否/非
devot.3,DEATH/DEAD,MORT,死/亡/死亡,死亡
devot.4,ME,MOI,我,我
devot.5,YOU,TOI,你,你
devot.6,DEVOTEE,DÉVOT,信徒,朝覲者
devot.7,WARRIOR,GUERRIER,战士,戰士
devot.8,PREACHER,PRÊCHEUR,教士,傳道者
devot.9,LOVE/LIKE,AIMER,喜/爱,喜歡/愛
devot.10,OPEN,OUVRIR,开,開
devot.11,CLOSE,FERMER,闭,關
devot.12,TALK,PARLER,说,說話/交談
devot.13,GO/PASS,ALLER/PASSER,过/走/去,前進/通過
devot.14,SEE/LOOK,VOIR/REGARDER,看,看/看見
devot.15,FIND,TROUVER,寻/得,找
devot.16,SEEK/WANT,CHERCHER/VOULOIR,寻/欲,尋覓/想要
devot.17,HELP,AIDER,救/助,幫忙/協助
devot.18,KEY,CLÉ,钥匙,鑰匙
devot.19,DOOR,PORTE,门,門
devot.20,LENS,LOUPE,透镜,透鏡
devot.21,POT,VASE,罐子,陶罐
devot.22,UP/GREAT,HAUT,上/伟大,往上/崇高
devot.23,GREETINGS,SALUTATIONS,寒暄/告别,你好/再見
devot.24,CHURCH,ÉGLISE,教堂/教会,教堂
devot.25,GARDEN,JARDIN,植物园,植物園
devot.26,CEMETERY,CIMETIÈRE,墓园,墓園
devot.27,ABBEY,ABBAYE,修院,隱修院
devot.28,MAN/HUMAN,HOMME/HUMAIN,人/凡人/人类,凡人/人類
devot.29,PLANT,PLANTE,植物,植物
devot.30,INSTRUMENT,INSTRUMENT,乐器,樂器
devot.31,MUSIC,MUSIQUE,音乐,音樂
devot.32,FREE,LIBRE,自由,自由
devot.33,POTION,POTION,药水,藥水
devot.34,MAKE/CREATE,FAIRE/CRÉER,作/造,製作/建造/創造
fabrique.livres,Books,Livres,书,書本
fabrique.fees.consruisent,The Fairies building the door.,Les Fées construisant la Porte.,精灵正在砌门。,精靈建造了門。
fabrique.alchimistes,Alchemists,Alchimistes,炼金术师,煉金術士
fabrique.bardes,Bards,Bardes,诗人,吟遊詩人
fabrique.freres,Brothers,Frères,同胞,同胞
fabrique.creer.feu,Creating fire,Créer du feu,生火,生火
rosette.alchimiste.barde.1,You seek.,Vous cherchez.,你们寻找。,你們尋覓。
rosette.alchimiste.barde.2,We found.,Nous trouvâmes.,我们找到。,我們找到。
rosette.barde.alchimiste.1,"Seeking, you are.","En recherche, vous êtes.",得矣，我等。,尋覓，你們在。
rosette.barde.alchimiste.2,"Found, we have.","Trouvé, nous avons.",寻索，你等。,找到，我們已。
fabrique.materiaux.2,2 – Silver,2 – Argent,2 - 银,2 – 銀
fabrique.materiaux.2,2 – Silver,2 – Argent,2 - 银,2 – 銀
fabrique.materiaux.4,4 – Carbon,4 – Carbone,4 - 碳,4 – 碳
fabrique.materiaux.4,4 – Carbon,4 – Carbone,4 - 碳,4 – 碳
fabrique.materiaux.3,3 – Copper,3 – Cuivre,3 - 铜,3 – 銅
fabrique.materiaux.3,3 – Copper,3 – Cuivre,3 - 铜,3 – 銅
fabrique.graffiti,The monster fears fire.,Le Monstre a peur du feu.,怪物怕火。,怪物害怕火。
fabrique.materiaux.1,1 – Gold,1 – Or,1 - 金,1 – 金
fabrique.materiaux.1,1 – Gold,1 – Or,1 - 金,1 – 金
rosette.alchimiste.devot.1,Warriors don't [unreadable],Les Guerriers ne [illisible],战士不得[看不到字符],戰士 不 [無法辨識]
rosette.alchimiste.devot.2,'[unreadable] plants [unreadable]','[illisible] les plantes [illisible]','[看不到字符]植物[看不到字符]','[無法辨識] 植物 [無法辨識]'
rosette.devot.alchimiste.1,Warriors don't [unreadable],Les Guerriers ne [illisible],战士不得[看不到字符],戰士 不 [無法辨識]
rosette.devot.alchimiste.2,'[unreadable] plants [unreadable]','[illisible] les plantes [illisible]','[看不到字符]植物[看不到字符]','[無法辨識] 植物 [無法辨識]'
fabrique.laboratoires,Laboratories,Laboratoires,实验室,實驗室
fabrique.laboratoires,Laboratories,Laboratoires,实验室,實驗室
fabrique.laboratoires,Laboratories,Laboratoires,实验室,實驗室
fabrique.mine.argent,Silver Mine,Mine d’Argent,银矿场,銀礦
fabrique.mine.argent,Silver Mine,Mine d’Argent,银矿场,銀礦
fabrique.mine.argent,Silver Mine,Mine d’Argent,银矿场,銀礦
fabrique.mine.cuivre,Copper Mine,Mine de Cuivre,铜矿场,銅礦
fabrique.mine.cuivre,Copper Mine,Mine de Cuivre,铜矿场,銅礦
fabrique.mine.or,Gold Mine,Mine d’Or,金矿场,金礦
fabrique.mine.or,Gold Mine,Mine d’Or,金矿场,金礦
fabrique.mine.or,Gold Mine,Mine d’Or,金矿场,金礦
fabrique.fees.porte,Fairy Gate,Porte des Fées,精灵门,精靈之門
fabrique.fees.porte,Fairy Gate,Porte des Fées,精灵门,精靈之門
fabrique.laboratoire.1,Laboratory 1,Laboratoire 1,1号实验室,1號實驗室
fabrique.laboratoire.1,Laboratory 1,Laboratoire 1,1号实验室,1號實驗室
fabrique.laboratoire.2,Laboratory 2,Laboratoire 2,2号实验室,2號實驗室
fabrique.laboratoire.2,Laboratory 2,Laboratoire 2,2号实验室,2號實驗室
fabrique.formules,Formulas,Formules,配方,煉金配方
fabrique.laboratoire.3,Laboratory 3,Laboratoire 3,3号实验室,3號實驗室
fabrique.decouverte.1,I found the formula!,J’ai trouvé la formule !,我发现配方了！,我找到煉金配方了！
fabrique.decouverte.2,I found the transformation!,J’ai trouvé la Transformation !,我找到了转化！,我找到質變了！
alchimiste.33,0,0,0,0
alchimiste.33,0,0,0,0
alchimiste.34,1,1,1,1
alchimiste.34,1,1,1,1
alchimiste.34,1,1,1,1
alchimiste.34,1,1,1,1
alchimiste.34,1,1,1,1
alchimiste.34,1,1,1,1
alchimiste.35,2,2,2,2
alchimiste.35,2,2,2,2
alchimiste.35,2,2,2,2
alchimiste.35,2,2,2,2
alchimiste.35,2,2,2,2
alchimiste.35,2,2,2,2
alchimiste.36,3,3,3,3
alchimiste.36,3,3,3,3
alchimiste.36,3,3,3,3
alchimiste.36,3,3,3,3
alchimiste.36,3,3,3,3
alchimiste.37,4,4,4,4
alchimiste.37,4,4,4,4
alchimiste.37,4,4,4,4
alchimiste.37,4,4,4,4
alchimiste.37,4,4,4,4
alchimiste.38,5,5,5,5
alchimiste.38,5,5,5,5
alchimiste.38,5,5,5,5
alchimiste.39,6,6,6,6
alchimiste.39,6,6,6,6
alchimiste.40,7,7,7,7
alchimiste.40,7,7,7,7
alchimiste.41,8,8,8,8
alchimiste.41,8,8,8,8
alchimiste.42,9,9,9,9
alchimiste.42,9,9,9,9
alchimiste.13,HELP,AIDER,救/助,幫忙/協助
alchimiste.22,SILVER,ARGENT,银,銀
alchimiste.22,SILVER,ARGENT,银,銀
alchimiste.22,SILVER,ARGENT,银,銀
alchimiste.22,SILVER,ARGENT,银,銀
alchimiste.17,LIBRARY,BIBLIOTHÈQUE,图书馆,圖書館
alchimiste.17,LIBRARY,BIBLIOTHÈQUE,图书馆,圖書館
alchimiste.23,CARBON,CARBONE,碳,碳
alchimiste.23,CARBON,CARBONE,碳,碳
alchimiste.20,COPPER,CUIVRE,铜,銅
alchimiste.20,COPPER,CUIVRE,铜,銅
alchimiste.14,MAKE,FAIRE/FABRIQUER,作/造,製作
alchimiste.11,CLOSE,FERMER/FERMÉ,关,關
alchimiste.11,CLOSE,FERMER/FERMÉ,关,關
alchimiste.11,CLOSE,FERMER/FERMÉ,关,關
alchimiste.26,FIRE,FEU,火,火
alchimiste.30,FORMULA,FORMULE,配方,煉金配方
alchimiste.18,LABORATORY,LABORATOIRE,实验室,實驗室
alchimiste.18,LABORATORY,LABORATOIRE,实验室,實驗室
alchimiste.29,DEATH/DEAD,MORT,死亡,死亡
alchimiste.21,GOLD,OR,金,金
alchimiste.21,GOLD,OR,金,金
alchimiste.21,GOLD,OR,金,金
alchimiste.21,GOLD,OR,金,金
alchimiste.12,OPEN,OUVRIR/OUVERT,开,開
alchimiste.12,OPEN,OUVRIR/OUVERT,开,開
alchimiste.12,OPEN,OUVRIR/OUVERT,开,開
alchimiste.28,DOOR,PORTE,门,門
alchimiste.19,REFECTORY,RÉFECTOIRE,餐厅,食堂
alchimiste.19,REFECTORY,RÉFECTOIRE,餐厅,食堂
alchimiste.19,REFECTORY,RÉFECTOIRE,餐厅,食堂
alchimiste.9,TRANSFORM/TRANSFORMATION,TRANSFORMER/TRANSFORMATION,转化/变换/变态,質變/變化
alchimiste.9,TRANSFORM/TRANSFORMATION,TRANSFORMER/TRANSFORMATION,转化/变换/变态,質變/變化
alchimiste.9,TRANSFORM/TRANSFORMATION,TRANSFORMER/TRANSFORMATION,转化/变换/变态,質變/變化
alchimiste.9,TRANSFORM/TRANSFORMATION,TRANSFORMER/TRANSFORMATION,转化/变换/变态,質變/變化
abbaye.bonjour,Hello!,Bonjour !,你好！,你好！
abbaye.egoutier.aide,Help me.,Aide-moi.,助我。,幫幫我。
abbaye.egoutier.ouvre,You open the door.,"Toi, ouvre la porte.",你开那门。,你開門。
abbaye.egoutier.jouvre,I'll open the door.,J'ouvre la porte.,我开那门。,我開門。
abbaye.egoutier.viens,You go.,Vas-y.,你过去。,你走。
abbaye.egoutier.ouvre,You open the door.,"Toi, ouvre la porte.",你开那门。,你開門。
abbaye.egoutier.jevais,I'm going.,J'y vais.,我过去。,我走。
abbaye.egoutier.ferme,You close the door.,"Toi, ferme la porte.",你闭那门。,你關門。
abbaye.egoutier.viens,You go.,Vas-y.,你过去。,你走。
abbaye.egoutier.aide,Help me.,Aide-moi.,助我。,幫幫我。
abbaye.egoutier.aurevoir,Goodbye!,Au revoir !,再见！,再見！
exil.bienvenue,We welcome the peoples of the Tower.,Nous saluons les Peuples de la Tour.,我们欢迎塔里的各个民族。,我們歡迎通天塔諸族。
exil.bienvenue,We welcome the peoples of the Tower.,Nous saluons les Peuples de la Tour.,我们欢迎塔里的各个民族。,我們歡迎通天塔諸族。
exil.bienvenue,We welcome the peoples of the Tower.,Nous saluons les Peuples de la Tour.,我们欢迎塔里的各个民族。,我們歡迎通天塔諸族。
exil.bienvenue,We welcome the peoples of the Tower.,Nous saluons les Peuples de la Tour.,我们欢迎塔里的各个民族。,我們歡迎通天塔諸族。
exil.slogan,We are the people of Exile!,Nous sommes le Peuple de l’Exil !,我们是放逐一族！,我們是放逐的族人！
reclus.12,HELP,AIDER,救/助,幫忙/協助
reclus.5,GO,ALLER,去,去
reclus.11,WAIT,ATTENDRE,等候,等待
reclus.9,SEEK,CHERCHER,寻找,尋覓
reclus.13,MAKE/CREATE,FABRIQUER,作/造,製作/建造/創造
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.21,EXILE,EXIL,放逐,放逐
reclus.15,MAN/HUMAN,HOMME/HUMAIN,人/凡人/人类,凡人/人類
